,image_name,dataset_label,in_test
6961,23241_e.jpg,0,0
20408,22983_w.jpg,2,1
20439,28288_w.jpg,10,0
113,26837_n.jpg,8,1
17452,22111_s.jpg,7,1
18683,1527_w.jpg,7,0
14161,22298_s.jpg,8,0
2172,23183_n.jpg,0,0
7791,30250_e.jpg,0,0
6979,1727_e.jpg,0,1
257,27812_n.jpg,4,1
18622,930_w.jpg,9,0
17723,35285_s.jpg,7,1
3959,1373_n.jpg,2,1
14552,34378_s.jpg,9,1
992,1728_n.jpg,9,0
23619,34747_w.jpg,8,1
1846,30146_n.jpg,5,1
10750,37182_e.jpg,9,0
5105,34326_n.jpg,4,1
10164,37102_e.jpg,9,0
12802,29180_s.jpg,1,1
11856,34842_e.jpg,9,0
19787,23515_w.jpg,0,0
6524,28279_e.jpg,1,1
132,1058_n.jpg,8,1
20515,26198_w.jpg,9,0
16825,32817_s.jpg,9,1
20544,1818_w.jpg,4,1
10221,32749_e.jpg,9,0
7680,29667_e.jpg,2,0
10367,384_e.jpg,5,1
4734,31381_n.jpg,5,0
7585,28940_e.jpg,1,0
9790,31054_e.jpg,8,0
2725,36276_n.jpg,9,0
2409,26151_n.jpg,9,0
14397,2312_s.jpg,9,0
4863,34677_n.jpg,9,0
22913,33637_w.jpg,8,1
1294,23017_n.jpg,2,1
18043,1227_w.jpg,8,0
15445,36397_s.jpg,10,1
18419,27462_w.jpg,4,1
3430,36765_n.jpg,9,1
19930,35770_w.jpg,5,0
12249,28096_s.jpg,4,0
22694,34665_w.jpg,2,1
8321,26142_e.jpg,5,1
22876,32559_w.jpg,9,1
27,559_n.jpg,8,0
13497,30213_s.jpg,9,0
16875,34174_s.jpg,9,1
11797,35211_e.jpg,9,1
20427,27565_w.jpg,9,0
23536,30186_w.jpg,1,0
2125,28747_n.jpg,2,1
8651,31116_e.jpg,6,1
12968,1716_s.jpg,8,0
10201,32120_e.jpg,9,0
18850,1746_w.jpg,8,0
7907,23349_e.jpg,0,1
5843,35210_n.jpg,9,1
6050,37845_e.jpg,8,0
20841,25574_w.jpg,8,0
9996,37633_e.jpg,9,0
14152,23190_s.jpg,9,0
12607,23844_s.jpg,4,0
8394,27166_e.jpg,9,0
5030,764_n.jpg,9,0
7621,23339_e.jpg,6,1
16723,30785_s.jpg,5,0
4201,37116_n.jpg,9,1
9156,24393_e.jpg,9,1
16508,25655_s.jpg,10,0
6644,23749_e.jpg,9,1
3025,621_n.jpg,9,1
2386,27163_n.jpg,9,0
1965,28668_n.jpg,5,1
19344,22333_w.jpg,2,1
7257,1688_e.jpg,9,1
12734,22640_s.jpg,2,0
16069,30746_s.jpg,9,1
969,1724_n.jpg,9,0
20692,38485_w.jpg,1,0
7795,30251_e.jpg,1,0
1588,22536_n.jpg,7,1
9642,36600_e.jpg,9,1
6563,1074_e.jpg,8,1
523,1248_n.jpg,4,0
3138,1300_n.jpg,9,0
1188,1946_n.jpg,10,1
12505,28275_s.jpg,1,0
13703,22473_s.jpg,0,1
7712,32265_e.jpg,0,0
6745,30143_e.jpg,9,0
8706,28865_e.jpg,9,0
178,28075_n.jpg,4,0
19678,28511_w.jpg,0,1
14585,941_s.jpg,5,1
10214,33312_e.jpg,9,0
21905,31232_w.jpg,9,0
11886,33459_e.jpg,9,1
9673,36547_e.jpg,9,0
8437,27530_e.jpg,9,1
4832,35722_n.jpg,10,1
12560,23220_s.jpg,4,0
19813,30623_w.jpg,0,0
7845,36669_e.jpg,0,0
6299,27759_e.jpg,4,0
10951,25658_e.jpg,9,0
4756,38122_n.jpg,8,1
7891,23518_e.jpg,2,0
18888,1741_w.jpg,8,1
4384,313_n.jpg,9,1
22074,32128_w.jpg,9,1
13645,23347_s.jpg,0,1
782,22636_n.jpg,9,0
16301,268_s.jpg,8,0
2163,27962_n.jpg,0,0
16898,33529_s.jpg,8,0
13015,1758_s.jpg,9,1
17989,30706_w.jpg,8,1
14962,552_s.jpg,9,1
19275,1989_w.jpg,5,1
20314,27538_w.jpg,0,0
18536,905_w.jpg,9,0
9100,27002_e.jpg,8,0
13088,2051_s.jpg,9,0
13056,2116_s.jpg,1,1
193,28077_n.jpg,8,1
21697,33283_w.jpg,9,1
15538,36373_s.jpg,9,0
1870,30147_n.jpg,1,0
18595,23365_w.jpg,9,1
7807,28587_e.jpg,5,1
3638,36343_n.jpg,9,0
11732,35063_e.jpg,8,1
16355,34218_s.jpg,1,0
6196,27979_e.jpg,4,0
19584,30156_w.jpg,0,0
9920,31538_e.jpg,0,1
8566,28014_e.jpg,8,1
3412,24069_n.jpg,10,0
11127,28310_e.jpg,9,1
6019,26617_e.jpg,5,1
21804,36018_w.jpg,9,1
9199,24354_e.jpg,4,0
23529,29641_w.jpg,1,0
2020,28332_n.jpg,0,1
16793,33981_s.jpg,9,0
16962,32579_s.jpg,10,1
17076,22670_s.jpg,9,0
9803,34331_e.jpg,9,1
6274,27821_e.jpg,4,1
21817,1111_w.jpg,9,0
4927,32817_n.jpg,9,0
15913,25687_s.jpg,9,0
12732,22631_s.jpg,2,0
15453,36387_s.jpg,10,1
2170,23181_n.jpg,0,0
22248,37175_w.jpg,9,0
17541,31137_s.jpg,9,0
7481,26867_e.jpg,7,0
14574,33974_s.jpg,9,0
21704,33132_w.jpg,9,1
19517,38639_w.jpg,1,1
16974,34436_s.jpg,4,1
17959,29406_w.jpg,8,1
4574,31032_n.jpg,5,1
3129,1461_n.jpg,9,0
2789,22653_n.jpg,3,0
6250,28031_e.jpg,4,1
6752,22627_e.jpg,6,0
2396,27554_n.jpg,8,1
6236,27893_e.jpg,4,1
3124,30766_n.jpg,9,0
10852,34219_e.jpg,9,0
10063,30769_e.jpg,9,1
15571,36475_s.jpg,10,0
12753,1533_s.jpg,5,0
1948,34918_n.jpg,0,1
182,25446_n.jpg,4,0
4338,26905_n.jpg,7,0
2716,26875_n.jpg,9,0
1053,23430_n.jpg,9,1
23565,34537_w.jpg,8,0
17037,35586_s.jpg,9,0
148,1055_n.jpg,8,0
17092,32185_s.jpg,0,0
16753,33799_s.jpg,9,0
16407,31758_s.jpg,8,0
17669,34997_s.jpg,8,1
18341,28128_w.jpg,4,0
2260,25032_n.jpg,7,1
1199,23013_n.jpg,9,0
14504,27871_s.jpg,9,1
4508,32039_n.jpg,9,1
8661,1010_e.jpg,9,1
2283,25934_n.jpg,4,1
1192,1947_n.jpg,9,0
8298,26461_e.jpg,9,0
1048,30142_n.jpg,2,0
8542,28297_e.jpg,9,0
5605,2084_n.jpg,7,1
9452,36646_e.jpg,8,1
7762,33150_e.jpg,0,1
21192,30279_w.jpg,4,0
2693,22598_n.jpg,9,1
20635,37399_w.jpg,9,0
23611,35043_w.jpg,9,0
19182,1686_w.jpg,2,0
14448,791_s.jpg,9,1
23662,31191_w.jpg,9,0
156,1228_n.jpg,8,1
2511,29775_n.jpg,8,0
21987,30949_w.jpg,8,0
1908,23352_n.jpg,1,1
7830,30026_e.jpg,0,1
1706,32266_n.jpg,0,1
1464,22321_n.jpg,1,0
3800,31726_n.jpg,4,0
19417,22506_w.jpg,8,1
19155,22140_w.jpg,9,0
6418,28197_e.jpg,4,0
1834,28589_n.jpg,5,0
9056,1400_e.jpg,8,1
14542,34743_s.jpg,9,0
10317,429_e.jpg,9,0
30,688_n.jpg,4,0
2306,26344_n.jpg,9,0
1226,1664_n.jpg,9,1
13897,1602_s.jpg,9,0
18713,27267_w.jpg,7,0
3413,36555_n.jpg,8,1
20209,26202_w.jpg,9,1
173,1049_n.jpg,4,1
10868,32901_e.jpg,9,1
23296,34631_w.jpg,9,1
3241,24416_n.jpg,4,0
4955,33646_n.jpg,9,1
11892,33465_e.jpg,9,0
3742,36822_n.jpg,9,1
14205,22257_s.jpg,1,0
5920,34832_n.jpg,2,1
21798,37806_w.jpg,9,1
8519,29663_e.jpg,8,0
807,1536_n.jpg,9,0
1469,22447_n.jpg,9,1
14294,26084_s.jpg,3,1
3902,26627_n.jpg,9,0
10614,37229_e.jpg,9,0
493,28271_n.jpg,2,1
13911,67_s.jpg,0,0
6747,726_e.jpg,9,1
14374,27540_s.jpg,1,0
1001,2242_n.jpg,9,1
2317,26143_n.jpg,5,0
22236,329_w.jpg,8,0
14239,24954_s.jpg,9,1
972,1747_n.jpg,2,1
2380,26003_n.jpg,7,0
6585,24146_e.jpg,1,1
21091,24111_w.jpg,9,1
6861,29191_e.jpg,2,0
23608,35046_w.jpg,9,1
16033,30734_s.jpg,9,0
11003,32804_e.jpg,9,1
20494,34388_w.jpg,8,1
18047,1297_w.jpg,8,0
19729,36669_w.jpg,0,0
9893,37593_e.jpg,8,0
198,27771_n.jpg,1,1
1058,2187_n.jpg,9,0
640,724_n.jpg,9,0
14947,620_s.jpg,9,1
9538,24101_e.jpg,9,0
16703,29540_s.jpg,9,1
9378,36238_e.jpg,8,1
15369,36120_s.jpg,9,0
7431,22036_e.jpg,9,0
2662,1253_n.jpg,9,1
23003,32162_w.jpg,8,0
9908,22589_e.jpg,2,0
10661,30268_e.jpg,9,1
15952,38208_s.jpg,9,0
14254,26428_s.jpg,9,1
1920,30470_n.jpg,0,0
1952,35070_n.jpg,2,1
16755,33178_s.jpg,9,0
15253,28243_s.jpg,1,1
16969,34232_s.jpg,9,0
19214,22594_w.jpg,9,0
7729,22465_e.jpg,0,0
4132,34660_n.jpg,8,1
21552,36533_w.jpg,9,1
16460,37797_s.jpg,4,1
6334,28023_e.jpg,8,0
6862,29182_e.jpg,5,1
5093,34704_n.jpg,4,0
18752,29173_w.jpg,9,1
8817,749_e.jpg,8,0
7644,34495_e.jpg,0,1
6145,1063_e.jpg,4,0
11595,31182_e.jpg,9,1
10097,30734_e.jpg,2,0
4735,30269_n.jpg,0,1
375,1215_n.jpg,4,1
16464,1377_s.jpg,9,1
7650,34499_e.jpg,0,0
18554,934_w.jpg,9,1
23607,35002_w.jpg,9,1
19170,1784_w.jpg,9,1
2898,26733_n.jpg,7,0
16573,37946_s.jpg,8,1
9303,35194_e.jpg,3,0
2892,36755_n.jpg,5,0
23698,34841_w.jpg,9,0
3170,24398_n.jpg,4,1
2059,1701_n.jpg,5,0
20833,24931_w.jpg,8,0
22622,23138_w.jpg,3,0
10440,33515_e.jpg,9,0
5724,31008_n.jpg,1,0
9065,360_e.jpg,9,0
14614,1384_s.jpg,8,0
17074,22682_s.jpg,9,0
6234,28076_e.jpg,4,0
15217,30362_s.jpg,8,1
23014,32184_w.jpg,1,0
8007,35181_e.jpg,1,0
19490,22438_w.jpg,8,0
5566,25734_n.jpg,7,0
7545,1591_e.jpg,9,0
18494,22399_w.jpg,9,0
16031,30897_s.jpg,8,1
8432,27527_e.jpg,7,1
1517,22527_n.jpg,4,0
16038,34660_s.jpg,8,0
14451,799_s.jpg,9,0
7430,84_e.jpg,9,0
11628,31086_e.jpg,9,0
8868,37491_e.jpg,8,1
3702,36232_n.jpg,7,0
5979,25685_n.jpg,9,0
1632,34492_n.jpg,0,1
1205,36762_n.jpg,9,1
10646,32274_e.jpg,5,0
7015,1736_e.jpg,8,0
15774,33296_s.jpg,9,0
809,1537_n.jpg,0,1
21499,36459_w.jpg,9,1
18200,27832_w.jpg,4,0
8938,1415_e.jpg,4,0
16856,32752_s.jpg,9,0
11022,32585_e.jpg,9,0
13730,28574_s.jpg,0,1
3965,491_n.jpg,4,0
5579,31123_n.jpg,8,1
10565,27039_e.jpg,7,0
3070,29796_n.jpg,9,0
10559,26494_e.jpg,4,0
4231,33606_n.jpg,9,0
6719,915_e.jpg,9,0
9484,36651_e.jpg,9,0
22852,37684_w.jpg,9,0
13140,2044_s.jpg,9,1
16327,31488_s.jpg,9,1
3150,1442_n.jpg,9,1
13819,30256_s.jpg,0,0
2826,738_n.jpg,8,1
15701,37760_s.jpg,9,0
3852,33283_n.jpg,9,0
15465,23636_s.jpg,9,0
2614,34388_n.jpg,4,0
13174,1838_s.jpg,9,0
6963,2146_e.jpg,9,0
20001,28752_w.jpg,5,1
9846,33232_e.jpg,9,1
7605,22438_e.jpg,8,0
9781,31745_e.jpg,4,1
6581,23913_e.jpg,0,1
18880,1793_w.jpg,8,0
6533,27462_e.jpg,4,0
7375,1535_e.jpg,7,1
20421,28206_w.jpg,8,0
23724,34828_w.jpg,9,1
4916,34169_n.jpg,9,0
1076,1733_n.jpg,9,0
21542,36240_w.jpg,7,1
17453,22012_s.jpg,9,1
1136,2126_n.jpg,9,0
14105,28727_s.jpg,0,0
17383,34625_s.jpg,9,1
2715,26877_n.jpg,1,0
5654,31136_n.jpg,9,0
7190,2053_e.jpg,7,0
6676,936_e.jpg,9,1
16558,30868_s.jpg,3,0
8216,38391_e.jpg,10,1
13406,83_s.jpg,9,0
12916,2149_s.jpg,9,1
13759,36679_s.jpg,0,0
261,27756_n.jpg,4,0
20294,27549_w.jpg,9,1
19681,30251_w.jpg,1,0
12214,27822_s.jpg,1,0
1695,32258_n.jpg,0,0
8200,23190_e.jpg,7,0
10094,30988_e.jpg,8,0
6507,28353_e.jpg,4,0
13177,37124_s.jpg,9,0
1713,36023_n.jpg,0,1
19445,28849_w.jpg,0,0
16784,34234_s.jpg,9,1
3250,24334_n.jpg,9,0
9731,31701_e.jpg,5,0
5627,25567_n.jpg,8,0
4134,30813_n.jpg,8,0
13575,1835_s.jpg,9,0
864,29192_n.jpg,9,1
15942,30958_s.jpg,9,0
18208,27834_w.jpg,8,1
6489,28011_e.jpg,10,0
22293,32135_w.jpg,9,1
5530,33511_n.jpg,9,1
2433,27530_n.jpg,9,1
8182,23186_e.jpg,2,0
23016,32193_w.jpg,1,1
4303,32700_n.jpg,9,0
19712,1596_w.jpg,1,1
3362,31002_n.jpg,4,0
5165,28310_n.jpg,2,0
22112,32144_w.jpg,8,0
890,868_n.jpg,0,0
11009,32731_e.jpg,9,0
8890,26728_e.jpg,4,0
7558,28846_e.jpg,2,1
8485,2306_e.jpg,9,0
4055,30882_n.jpg,9,0
13613,38644_s.jpg,0,0
18681,23604_w.jpg,9,1
5079,34438_n.jpg,10,0
11980,1696_s.jpg,7,1
20425,28387_w.jpg,9,0
1112,2041_n.jpg,9,0
631,22385_n.jpg,1,0
8404,27558_e.jpg,8,1
20438,28186_w.jpg,9,0
1838,28591_n.jpg,5,0
9801,34282_e.jpg,1,0
5970,37073_n.jpg,9,1
23799,26333_w.jpg,8,0
6357,28063_e.jpg,1,0
20165,25068_w.jpg,4,0
23701,34839_w.jpg,9,1
5538,32855_n.jpg,9,0
7665,33964_e.jpg,0,1
19566,1588_w.jpg,7,0
4619,25846_n.jpg,10,0
6373,1217_e.jpg,4,0
3149,1449_n.jpg,4,0
12136,1048_s.jpg,4,0
1934,28663_n.jpg,5,1
19525,34494_w.jpg,0,1
13250,1560_s.jpg,7,1
19015,26865_w.jpg,7,0
295,27764_n.jpg,1,0
2876,37706_n.jpg,8,0
1166,22802_n.jpg,8,0
22269,33951_w.jpg,9,0
20732,25801_w.jpg,9,1
6076,28312_e.jpg,4,0
7393,1989_e.jpg,7,0
16078,37572_s.jpg,9,0
8759,1548_e.jpg,9,0
2446,2294_n.jpg,9,1
2439,2285_n.jpg,9,1
7982,28675_e.jpg,5,0
7035,1338_e.jpg,9,1
15083,1449_s.jpg,9,1
281,27828_n.jpg,8,0
17040,35585_s.jpg,2,0
18469,23940_w.jpg,4,0
18893,1740_w.jpg,8,1
11815,31195_e.jpg,9,1
7924,30470_e.jpg,1,1
1290,785_n.jpg,2,0
22776,33713_w.jpg,2,0
9837,33596_e.jpg,9,1
12007,37858_s.jpg,9,0
14708,1984_s.jpg,9,1
20385,801_w.jpg,9,1
5983,25782_n.jpg,9,0
18458,1077_w.jpg,5,1
16661,37162_s.jpg,9,1
4254,32014_n.jpg,9,0
8187,23172_e.jpg,9,0
7235,47_e.jpg,9,0
9338,30649_e.jpg,4,0
16678,38056_s.jpg,10,1
12547,29140_s.jpg,9,0
19901,30460_w.jpg,1,0
19708,1512_w.jpg,0,1
3545,36382_n.jpg,8,0
12701,726_s.jpg,9,0
10873,33649_e.jpg,9,0
15358,36052_s.jpg,9,0
1369,1541_n.jpg,7,0
14818,25508_s.jpg,4,0
20993,1432_w.jpg,9,0
20547,1845_w.jpg,8,0
10777,25867_e.jpg,2,0
22562,31631_w.jpg,5,0
17698,35085_s.jpg,9,1
4085,38139_n.jpg,8,0
12107,1314_s.jpg,1,0
1726,36025_n.jpg,0,1
2357,26148_n.jpg,3,0
11040,34440_e.jpg,2,1
7741,28560_e.jpg,0,1
7406,22617_e.jpg,9,1
15660,24046_s.jpg,9,0
22513,32274_w.jpg,5,1
22902,34230_w.jpg,9,0
12622,932_s.jpg,9,0
6212,27775_e.jpg,0,0
9362,38654_e.jpg,8,0
17781,26748_s.jpg,8,1
1244,23007_n.jpg,8,1
7620,23340_e.jpg,0,0
833,27275_n.jpg,9,1
149,1313_n.jpg,1,0
20031,29351_w.jpg,0,0
10540,37997_e.jpg,2,0
13480,22511_s.jpg,7,0
184,28105_n.jpg,4,1
9079,29805_e.jpg,2,0
1487,1903_n.jpg,9,1
2926,26258_n.jpg,9,0
14716,22649_s.jpg,2,0
5610,29875_n.jpg,9,0
16091,37320_s.jpg,9,1
5968,37075_n.jpg,8,1
20018,28743_w.jpg,1,1
8671,1384_e.jpg,10,1
12955,2217_s.jpg,9,0
15714,35955_s.jpg,4,0
2035,35774_n.jpg,5,0
5777,35063_n.jpg,8,1
10423,33523_e.jpg,2,0
264,28057_n.jpg,8,0
19683,27206_w.jpg,2,0
21803,1373_w.jpg,2,1
2504,795_n.jpg,9,1
4692,37896_n.jpg,2,0
23384,32946_w.jpg,9,1
3030,546_n.jpg,9,1
20889,553_w.jpg,6,0
13979,34877_s.jpg,3,1
18634,23048_w.jpg,8,0
18779,909_w.jpg,1,0
1378,1772_n.jpg,7,0
1500,22557_n.jpg,1,1
2291,26429_n.jpg,9,0
11739,34997_e.jpg,8,0
10941,34640_e.jpg,10,1
7074,2212_e.jpg,9,0
19838,35071_w.jpg,2,0
7761,28566_e.jpg,0,0
22219,228_w.jpg,9,0
11074,34786_e.jpg,4,0
19821,28663_w.jpg,5,1
13236,1336_s.jpg,9,1
11514,22788_e.jpg,6,0
16013,30717_s.jpg,9,1
20350,2257_w.jpg,9,1
14520,900_s.jpg,8,1
14450,796_s.jpg,9,0
7203,1945_e.jpg,9,0
9001,509_e.jpg,9,1
3254,24333_n.jpg,4,0
7428,22739_e.jpg,9,1
19466,22301_w.jpg,9,1
23328,33517_w.jpg,9,0
51,37856_n.jpg,9,1
7792,30360_e.jpg,0,0
8798,22017_e.jpg,4,1
7633,34484_e.jpg,0,1
13325,1507_s.jpg,7,0
12657,1620_s.jpg,9,0
1969,1601_n.jpg,9,1
19097,1938_w.jpg,9,0
7848,1475_e.jpg,5,0
5578,30967_n.jpg,8,1
1514,22513_n.jpg,7,0
19932,35165_w.jpg,2,0
19717,36682_w.jpg,3,0
16552,34639_s.jpg,1,1
2322,26139_n.jpg,5,1
4671,32348_n.jpg,7,0
16808,33649_s.jpg,9,0
15167,24403_s.jpg,4,1
18986,2116_w.jpg,9,1
20640,27362_w.jpg,8,0
9437,36198_e.jpg,8,1
1354,38451_n.jpg,9,0
13577,29364_s.jpg,0,1
7237,2016_e.jpg,9,0
3156,895_n.jpg,7,1
15830,29338_s.jpg,2,0
3326,22973_n.jpg,8,0
4000,1120_n.jpg,9,0
9307,36750_e.jpg,8,0
10675,30741_e.jpg,0,0
853,29175_n.jpg,1,0
16093,1653_s.jpg,9,1
467,1135_n.jpg,8,0
16235,444_s.jpg,8,1
7179,34913_e.jpg,9,0
18642,23607_w.jpg,8,1
16437,80_s.jpg,3,0
2177,23186_n.jpg,2,0
6290,27986_e.jpg,8,1
1639,38641_n.jpg,0,1
3995,22003_n.jpg,9,1
4715,30977_n.jpg,0,1
3700,36235_n.jpg,1,1
21475,36334_w.jpg,9,1
10744,38011_e.jpg,9,1
17375,34631_s.jpg,9,0
22081,33478_w.jpg,9,1
19225,22608_w.jpg,7,0
7798,27218_e.jpg,7,0
17596,31275_s.jpg,4,1
14289,26179_s.jpg,9,1
7764,22464_e.jpg,0,1
12640,1315_s.jpg,9,1
22448,26578_w.jpg,2,0
20232,26101_w.jpg,3,1
20378,793_w.jpg,9,1
10998,33166_e.jpg,7,0
8049,35772_e.jpg,5,1
6924,2163_e.jpg,1,0
515,1249_n.jpg,4,0
2709,28825_n.jpg,9,0
356,1192_n.jpg,4,1
6962,23240_e.jpg,2,0
22846,33864_w.jpg,9,0
15629,32032_s.jpg,2,1
8118,37770_e.jpg,3,1
21885,38566_w.jpg,9,1
8721,29637_e.jpg,1,1
3320,22591_n.jpg,9,0
16443,35140_s.jpg,2,1
21823,1160_w.jpg,9,0
22334,32389_w.jpg,9,1
16377,33499_s.jpg,9,0
16665,38051_s.jpg,5,1
13471,22525_s.jpg,1,1
3348,29123_n.jpg,8,1
1629,38640_n.jpg,0,1
19166,36914_w.jpg,8,1
13753,27217_s.jpg,7,0
22302,33346_w.jpg,9,1
5148,30957_n.jpg,8,1
8643,26198_e.jpg,7,1
13614,34481_s.jpg,0,1
7325,1593_e.jpg,9,0
11552,34694_e.jpg,9,0
17660,35062_s.jpg,9,0
15964,35076_s.jpg,9,1
4047,36312_n.jpg,9,0
17914,29468_w.jpg,9,1
12225,28059_s.jpg,4,0
6991,1800_e.jpg,8,0
805,1532_n.jpg,0,1
8844,29086_e.jpg,4,0
16289,267_s.jpg,5,0
17913,29469_w.jpg,9,0
10746,38056_e.jpg,10,0
11941,31559_e.jpg,4,0
6854,29188_e.jpg,9,0
22456,37264_w.jpg,9,1
5666,31085_n.jpg,9,1
19075,2049_w.jpg,9,0
22038,37102_w.jpg,9,0
19438,28843_w.jpg,1,0
10677,35161_e.jpg,5,0
1367,1535_n.jpg,7,1
21790,37765_w.jpg,9,1
18848,2150_w.jpg,9,0
15948,31092_s.jpg,9,1
16384,32528_s.jpg,9,0
15817,25530_s.jpg,9,0
7553,28842_e.jpg,0,1
16374,33500_s.jpg,9,0
20952,29805_w.jpg,9,1
6044,983_e.jpg,9,1
5072,34231_n.jpg,9,1
10226,33109_e.jpg,9,1
16560,35201_s.jpg,2,1
1022,2133_n.jpg,9,0
8704,28832_e.jpg,9,0
14872,1420_s.jpg,8,0
1286,22801_n.jpg,9,1
9654,36648_e.jpg,8,1
18793,2251_w.jpg,2,0
5908,33450_n.jpg,9,0
13427,22451_s.jpg,8,0
19392,22556_w.jpg,8,1
6543,27445_e.jpg,4,0
18768,27076_w.jpg,0,0
10674,35163_e.jpg,5,0
21800,37808_w.jpg,9,1
13605,23333_s.jpg,0,0
4275,31988_n.jpg,3,0
14644,28802_s.jpg,10,0
532,27722_n.jpg,10,1
15665,32910_s.jpg,1,0
16273,427_s.jpg,9,1
380,1264_n.jpg,8,1
10058,31525_e.jpg,8,0
19730,36683_w.jpg,3,0
7133,35574_e.jpg,9,1
19065,1646_w.jpg,9,0
10195,32123_e.jpg,9,0
930,2164_n.jpg,7,0
2626,894_n.jpg,8,0
18910,2128_w.jpg,9,0
22319,32530_w.jpg,9,1
23744,33470_w.jpg,9,0
2895,26682_n.jpg,8,0
8611,34403_e.jpg,9,0
12913,23240_s.jpg,2,0
11906,33453_e.jpg,9,1
14375,27539_s.jpg,0,0
9672,24916_e.jpg,9,0
17443,22784_s.jpg,6,1
20560,2179_w.jpg,8,1
73,28163_n.jpg,8,0
19557,33969_w.jpg,0,1
2604,34403_n.jpg,8,1
11072,32813_e.jpg,9,1
17636,34525_s.jpg,8,1
20778,22815_w.jpg,5,1
22343,31758_w.jpg,8,0
10086,30720_e.jpg,9,1
1864,1478_n.jpg,9,1
9653,36568_e.jpg,9,0
4603,27039_n.jpg,7,0
22947,32778_w.jpg,8,1
12111,1054_s.jpg,4,0
10403,33954_e.jpg,9,1
17674,35035_s.jpg,8,1
10702,30942_e.jpg,7,1
2995,30404_n.jpg,9,1
6648,904_e.jpg,9,0
16839,35332_s.jpg,0,1
7614,23321_e.jpg,8,1
9278,29153_e.jpg,9,0
2920,23621_n.jpg,0,0
19022,588_w.jpg,8,0
22758,31938_w.jpg,9,0
5672,31086_n.jpg,9,1
19514,29369_w.jpg,0,0
18260,22775_w.jpg,4,1
8036,35172_e.jpg,0,0
9471,36131_e.jpg,9,0
21084,24350_w.jpg,9,1
2777,1987_n.jpg,2,1
18606,929_w.jpg,9,1
7097,30334_e.jpg,9,1
7544,30213_e.jpg,9,0
8159,29350_e.jpg,0,0
23461,31240_w.jpg,9,1
21664,31055_w.jpg,4,0
20103,38398_w.jpg,5,0
22964,35591_w.jpg,9,0
11581,25698_e.jpg,9,1
22135,32696_w.jpg,9,0
20257,26062_w.jpg,4,0
14486,28137_s.jpg,9,1
1203,35718_n.jpg,9,1
17789,34836_s.jpg,9,1
18083,28077_w.jpg,4,0
11105,35599_e.jpg,9,0
6163,945_e.jpg,4,1
16141,33480_s.jpg,9,0
4718,31127_n.jpg,0,0
23276,25526_w.jpg,9,0
21262,24181_w.jpg,8,1
5927,34829_n.jpg,2,0
10399,33949_e.jpg,9,0
16547,34745_s.jpg,3,0
14041,1713_s.jpg,5,0
18431,27585_w.jpg,4,1
15512,36181_s.jpg,9,1
6342,924_e.jpg,8,0
19744,29330_w.jpg,0,1
15851,37765_s.jpg,9,0
21678,33271_w.jpg,9,0
12430,1238_s.jpg,4,1
4118,641_n.jpg,9,0
14540,34717_s.jpg,9,0
22726,33945_w.jpg,9,0
5866,31211_n.jpg,9,1
19796,23352_w.jpg,0,0
21485,36461_w.jpg,9,0
17025,32354_s.jpg,2,1
17727,35211_s.jpg,9,1
20864,30404_w.jpg,9,1
888,23010_n.jpg,0,1
9277,30103_e.jpg,8,0
3927,23098_n.jpg,4,0
14508,28288_s.jpg,9,1
531,28280_n.jpg,2,0
14141,23170_s.jpg,0,0
7249,88_e.jpg,9,0
7875,30220_e.jpg,10,0
10639,32728_e.jpg,8,1
18179,28096_w.jpg,8,0
6784,22629_e.jpg,6,0
22412,710_w.jpg,4,0
9863,37696_e.jpg,8,0
14726,22659_s.jpg,4,1
15271,38650_s.jpg,4,0
18493,22379_w.jpg,8,0
9340,31003_e.jpg,4,0
13074,2123_s.jpg,9,0
5681,31288_n.jpg,9,1
3166,24390_n.jpg,9,1
16650,38185_s.jpg,5,1
20147,25039_w.jpg,2,0
360,1218_n.jpg,8,0
17844,35440_s.jpg,2,1
11613,31137_e.jpg,9,0
952,30298_n.jpg,0,0
2160,28732_n.jpg,0,1
1799,27214_n.jpg,6,0
15531,36380_s.jpg,10,0
9766,37658_e.jpg,9,0
8124,28751_e.jpg,5,1
14243,26513_s.jpg,8,1
19721,1597_w.jpg,0,0
10034,36710_e.jpg,9,1
10400,33950_e.jpg,9,0
7711,32264_e.jpg,0,1
8946,640_e.jpg,8,0
6564,1076_e.jpg,1,1
18484,29125_w.jpg,9,1
8478,2259_e.jpg,9,0
5175,25872_n.jpg,9,0
15296,38747_s.jpg,8,1
22901,34440_w.jpg,9,1
20615,1116_w.jpg,9,1
11453,34534_e.jpg,8,1
17937,37846_w.jpg,9,0
18575,23544_w.jpg,8,1
3164,24399_n.jpg,4,0
8466,2272_e.jpg,9,1
22779,32816_w.jpg,0,0
16472,37996_s.jpg,0,0
10990,37695_e.jpg,9,0
2324,26200_n.jpg,3,0
8490,772_e.jpg,2,0
12855,866_s.jpg,8,0
10501,22811_e.jpg,2,0
3776,31814_n.jpg,2,1
315,27765_n.jpg,4,1
11107,35595_e.jpg,8,1
7758,33149_e.jpg,0,1
19501,23337_w.jpg,0,0
21002,1303_w.jpg,9,1
18404,28189_w.jpg,4,1
18386,28117_w.jpg,2,0
2974,36721_n.jpg,5,0
1275,36761_n.jpg,9,1
10605,38512_e.jpg,4,1
15040,1446_s.jpg,9,0
